Source Name	Comment[ENA_SAMPLE]	Material Type	Provider	Characteristics[organism]	Characteristics[specimen with known storage state]	Characteristics[InitialTimePoint]	Characteristics[genotype]	Characteristics[sex]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[strain]	Characteristics[organism part]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[organism]	Factor Value[immunoprecipitate]
GuineaPig7	ERS517736	organism part	Harlan	Cavia porcellus	fresh specimen	  	wild type	male	GuineaPig7	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#13	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2342	sequencing assay	ERX530898	do2342_H3K4me3_liver_millipore_05-1339_cavPor3GuineaPig7_SAN01.fq.gz	do2342_H3K4me3_liver_millipore_05-1339_cavPor3GuineaPig7_SAN01.fq.gz	ERR572170	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572170/ERR572170.fastq.gz	P-MTAB-39594	P-MTAB-39595	cavPor-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Cavia porcellus	H3K4me3
GuineaPig8	ERS517792	organism part	Harlan	Cavia porcellus	fresh specimen	  	wild type	male	GuineaPig8	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#17	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2346	sequencing assay	ERX531067	do2346_H3K4me3_liver_millipore_05-1339_cavPor3GuineaPig8_SAN01.fq.gz	do2346_H3K4me3_liver_millipore_05-1339_cavPor3GuineaPig8_SAN01.fq.gz	ERR572201	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572201/ERR572201.fastq.gz	P-MTAB-39594	P-MTAB-39595	cavPor-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Cavia porcellus	H3K4me3
GuineaPig9	ERS517776	organism part	Harlan	Cavia porcellus	fresh specimen	  	wild type	male	GuineaPig9	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#21	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2350	sequencing assay	ERX531025	do2350_H3K4me3_liver_millipore_05-1339_cavPor3GuineaPig9_SAN01.fq.gz	do2350_H3K4me3_liver_millipore_05-1339_cavPor3GuineaPig9_SAN01.fq.gz	ERR572229	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572229/ERR572229.fastq.gz	P-MTAB-39594	P-MTAB-39595	cavPor-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Cavia porcellus	H3K4me3
GuineaPig7	ERS517736	organism part	Harlan	Cavia porcellus	fresh specimen	  	wild type	male	GuineaPig7	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#13	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3044	sequencing assay	ERX531033	do3044_H3K27Ac_liver_ab4729_cavPor3Cavia_porcellusGuineaPig7_SAN01.fq.gz	do3044_H3K27Ac_liver_ab4729_cavPor3Cavia_porcellusGuineaPig7_SAN01.fq.gz	ERR572149	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572149/ERR572149.fastq.gz	P-MTAB-39594	P-MTAB-39595	cavPor-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Cavia porcellus	H3K27Ac
GuineaPig8	ERS517792	organism part	Harlan	Cavia porcellus	fresh specimen	  	wild type	male	GuineaPig8	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#14	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3045	sequencing assay	ERX531035	do3045_H3K27Ac_liver_ab4729_cavPor3Cavia_porcellusGuineaPig8_SAN01.fq.gz	do3045_H3K27Ac_liver_ab4729_cavPor3Cavia_porcellusGuineaPig8_SAN01.fq.gz	ERR572281	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572281/ERR572281.fastq.gz	P-MTAB-39594	P-MTAB-39595	cavPor-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Cavia porcellus	H3K27Ac
GuineaPig9	ERS517776	organism part	Harlan	Cavia porcellus	fresh specimen	  	wild type	male	GuineaPig9	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#15	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3046	sequencing assay	ERX530962	do3046_H3K27Ac_liver_ab4729_cavPor3Cavia_porcellusGuineaPig9_SAN01.fq.gz	do3046_H3K27Ac_liver_ab4729_cavPor3Cavia_porcellusGuineaPig9_SAN01.fq.gz	ERR572182	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572182/ERR572182.fastq.gz	P-MTAB-39594	P-MTAB-39595	cavPor-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Cavia porcellus	H3K27Ac
GuineaPig7	ERS517736	organism part	Harlan	Cavia porcellus	fresh specimen	  	wild type	male	GuineaPig7	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#93W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2422	sequencing assay	ERX530901	do2422_Input_liver_unk_cavPor3GuineaPig7_merged.fq.gz	do2422_Input_liver_unk_cavPor3GuineaPig7_merged.fq.gz	ERR572215	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572215/ERR572215.fastq.gz	P-MTAB-39594	  	  	  	Cavia porcellus	input
GuineaPig8	ERS517792	organism part	Harlan	Cavia porcellus	fresh specimen	  	wild type	male	GuineaPig8	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#94W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2423	sequencing assay	ERX531031	do2423_Input_liver_unk_cavPor3GuineaPig8_merged.fq.gz	do2423_Input_liver_unk_cavPor3GuineaPig8_merged.fq.gz	ERR572146	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572146/ERR572146.fastq.gz	P-MTAB-39594	  	  	  	Cavia porcellus	input
GuineaPig9	ERS517776	organism part	Harlan	Cavia porcellus	fresh specimen	  	wild type	male	GuineaPig9	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#95W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2424	sequencing assay	ERX530960	do2424_Input_liver_unk_cavPor3GuineaPig9_merged.fq.gz	do2424_Input_liver_unk_cavPor3GuineaPig9_merged.fq.gz	ERR572269	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572269/ERR572269.fastq.gz	P-MTAB-39594	  	  	  	Cavia porcellus	input
NMR2	ERS517767	organism part	UIC Department of Biological Sciences	Heterocephalus glaber	fresh specimen	  	wild type	male	NMR2	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#10	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2052	sequencing assay	ERX531042	do2052_H3K4me3_liver_millipore_05-1339_hetGla2Heterocephalus_glaberNMR2_merged.fq.gz	do2052_H3K4me3_liver_millipore_05-1339_hetGla2Heterocephalus_glaberNMR2_merged.fq.gz	ERR572203	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572203/ERR572203.fastq.gz	P-MTAB-39594	P-MTAB-39595	hetGla-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Heterocephalus glaber	H3K4me3
NMR5	ERS517781	organism part	UIC Department of Biological Sciences	Heterocephalus glaber	fresh specimen	  	wild type	male	NMR5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#11	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2053	sequencing assay	ERX531000	do2053_H3K4me3_liver_millipore_05-1339_hetGla2Heterocephalus_glaberNMR5_merged.fq.gz	do2053_H3K4me3_liver_millipore_05-1339_hetGla2Heterocephalus_glaberNMR5_merged.fq.gz	ERR572127	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572127/ERR572127.fastq.gz	P-MTAB-39594	P-MTAB-39595	hetGla-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Heterocephalus glaber	H3K4me3
NMR6	ERS517749	organism part	UIC Department of Biological Sciences	Heterocephalus glaber	fresh specimen	  	wild type	male	NMR6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#12	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2054	sequencing assay	ERX530926	do2054_H3K4me3_liver_millipore_05-1339_hetGla2Heterocephalus_glaberNMR6_merged.fq.gz	do2054_H3K4me3_liver_millipore_05-1339_hetGla2Heterocephalus_glaberNMR6_merged.fq.gz	ERR572276	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572276/ERR572276.fastq.gz	P-MTAB-39594	P-MTAB-39595	hetGla-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Heterocephalus glaber	H3K4me3
NMR2	ERS517767	organism part	UIC Department of Biological Sciences	Heterocephalus glaber	fresh specimen	  	wild type	male	NMR2	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#16	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3050	sequencing assay	ERX531039	do3050_H3K27Ac_liver_ab4729_hetGla2Heterocephalus_glaberNMR2_SAN01.fq.gz	do3050_H3K27Ac_liver_ab4729_hetGla2Heterocephalus_glaberNMR2_SAN01.fq.gz	ERR572262	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572262/ERR572262.fastq.gz	P-MTAB-39594	P-MTAB-39595	hetGla-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Heterocephalus glaber	H3K27Ac
NMR5	ERS517781	organism part	UIC Department of Biological Sciences	Heterocephalus glaber	fresh specimen	  	wild type	male	NMR5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#17	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3051	sequencing assay	ERX530974	do3051_H3K27Ac_liver_ab4729_hetGla2Heterocephalus_glaberNMR5_SAN01.fq.gz	do3051_H3K27Ac_liver_ab4729_hetGla2Heterocephalus_glaberNMR5_SAN01.fq.gz	ERR572247	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572247/ERR572247.fastq.gz	P-MTAB-39594	P-MTAB-39595	hetGla-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Heterocephalus glaber	H3K27Ac
NMR6	ERS517749	organism part	UIC Department of Biological Sciences	Heterocephalus glaber	fresh specimen	  	wild type	male	NMR6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#30	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3052	sequencing assay	ERX530927	do3052_H3K27Ac_liver_ab4729_hetGla2Heterocephalus_glaberNMR6_SAN01.fq.gz	do3052_H3K27Ac_liver_ab4729_hetGla2Heterocephalus_glaberNMR6_SAN01.fq.gz	ERR572263	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572263/ERR572263.fastq.gz	P-MTAB-39594	P-MTAB-39595	hetGla-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Heterocephalus glaber	H3K27Ac
NMR2	ERS517767	organism part	UIC Department of Biological Sciences	Heterocephalus glaber	fresh specimen	  	wild type	male	NMR2	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#102	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2144	sequencing assay	ERX530938	do2144_input_liver_unk_hetGla2Heterocephalus_glaberNMR2_SAN01.fq.gz	do2144_input_liver_unk_hetGla2Heterocephalus_glaberNMR2_SAN01.fq.gz	ERR572168	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572168/ERR572168.fastq.gz	P-MTAB-39594	  	  	  	Heterocephalus glaber	input
NMR5	ERS517781	organism part	UIC Department of Biological Sciences	Heterocephalus glaber	fresh specimen	  	wild type	male	NMR5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#103	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2145	sequencing assay	ERX530980	do2145_input_liver_unk_hetGla2Heterocephalus_glaberNMR5_SAN01.fq.gz	do2145_input_liver_unk_hetGla2Heterocephalus_glaberNMR5_SAN01.fq.gz	ERR572291	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572291/ERR572291.fastq.gz	P-MTAB-39594	  	  	  	Heterocephalus glaber	input
NMR6	ERS517749	organism part	UIC Department of Biological Sciences	Heterocephalus glaber	fresh specimen	  	wild type	male	NMR6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#104	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2146	sequencing assay	ERX530912	do2146_input_liver_unk_hetGla2Heterocephalus_glaberNMR6_SAN01.fq.gz	do2146_input_liver_unk_hetGla2Heterocephalus_glaberNMR6_SAN01.fq.gz	ERR572187	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572187/ERR572187.fastq.gz	P-MTAB-39594	  	  	  	Heterocephalus glaber	input
Rabbit4	ERS517746	organism part	Harlan	Oryctolagus cuniculus	fresh specimen	  	wild type	male	Rabbit4	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#1	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2330	sequencing assay	ERX530909	do2330_H3K4me3_liver_millipore_05-1339_oryCun2Rabbit4_SAN01.fq.gz	do2330_H3K4me3_liver_millipore_05-1339_oryCun2Rabbit4_SAN01.fq.gz	ERR572213	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572213/ERR572213.fastq.gz	P-MTAB-39594	P-MTAB-39595	oryCun-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Oryctolagus cuniculus	H3K4me3
Rabbit5	ERS517772	organism part	Harlan	Oryctolagus cuniculus	fresh specimen	  	wild type	male	Rabbit5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#5	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2334	sequencing assay	ERX530945	do2334_H3K4me3_liver_millipore_05-1339_oryCun2Rabbit5_SAN01.fq.gz	do2334_H3K4me3_liver_millipore_05-1339_oryCun2Rabbit5_SAN01.fq.gz	ERR572153	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572153/ERR572153.fastq.gz	P-MTAB-39594	P-MTAB-39595	oryCun-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Oryctolagus cuniculus	H3K4me3
Rabbit6	ERS517783	organism part	Harlan	Oryctolagus cuniculus	fresh specimen	  	wild type	male	Rabbit6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#9	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2338	sequencing assay	ERX531014	do2338_H3K4me3_liver_millipore_05-1339_oryCun2Rabbit6_SAN01.fq.gz	do2338_H3K4me3_liver_millipore_05-1339_oryCun2Rabbit6_SAN01.fq.gz	ERR572267	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572267/ERR572267.fastq.gz	P-MTAB-39594	P-MTAB-39595	oryCun-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Oryctolagus cuniculus	H3K4me3
Rabbit4	ERS517746	organism part	Harlan	Oryctolagus cuniculus	fresh specimen	  	wild type	male	Rabbit4	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#10	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3041	sequencing assay	ERX530984	do3041_H3K27Ac_liver_ab4729_oryCun2Oryctolagus_cuniculusRabbit4_SAN01.fq.gz	do3041_H3K27Ac_liver_ab4729_oryCun2Oryctolagus_cuniculusRabbit4_SAN01.fq.gz	ERR572126	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572126/ERR572126.fastq.gz	P-MTAB-39594	P-MTAB-39595	oryCun-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Oryctolagus cuniculus	H3K27Ac
Rabbit5	ERS517772	organism part	Harlan	Oryctolagus cuniculus	fresh specimen	  	wild type	male	Rabbit5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#11	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3042	sequencing assay	ERX531048	do3042_H3K27Ac_liver_ab4729_oryCun2Oryctolagus_cuniculusRabbit5_SAN01.fq.gz	do3042_H3K27Ac_liver_ab4729_oryCun2Oryctolagus_cuniculusRabbit5_SAN01.fq.gz	ERR572232	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572232/ERR572232.fastq.gz	P-MTAB-39594	P-MTAB-39595	oryCun-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Oryctolagus cuniculus	H3K27Ac
Rabbit6	ERS517783	organism part	Harlan	Oryctolagus cuniculus	fresh specimen	  	wild type	male	Rabbit6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#12	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3043	sequencing assay	ERX530979	do3043_H3K27Ac_liver_ab4729_oryCun2Oryctolagus_cuniculusRabbit6_SAN01.fq.gz	do3043_H3K27Ac_liver_ab4729_oryCun2Oryctolagus_cuniculusRabbit6_SAN01.fq.gz	ERR572222	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572222/ERR572222.fastq.gz	P-MTAB-39594	P-MTAB-39595	oryCun-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Oryctolagus cuniculus	H3K27Ac
Rabbit4	ERS517746	organism part	Harlan	Oryctolagus cuniculus	fresh specimen	  	wild type	male	Rabbit4	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#89W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2418	sequencing assay	ERX530914	do2418_Input_liver_unk_oryCun2Rabbit4_merged.fq.gz	do2418_Input_liver_unk_oryCun2Rabbit4_merged.fq.gz	ERR572212	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572212/ERR572212.fastq.gz	P-MTAB-39594	  	  	  	Oryctolagus cuniculus	input
Rabbit5	ERS517772	organism part	Harlan	Oryctolagus cuniculus	fresh specimen	  	wild type	male	Rabbit5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#90W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2419	sequencing assay	ERX530958	do2419_Input_liver_unk_oryCun2Rabbit5_merged.fq.gz	do2419_Input_liver_unk_oryCun2Rabbit5_merged.fq.gz	ERR572238	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572238/ERR572238.fastq.gz	P-MTAB-39594	  	  	  	Oryctolagus cuniculus	input
Rabbit6	ERS517783	organism part	Harlan	Oryctolagus cuniculus	fresh specimen	  	wild type	male	Rabbit6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#91W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2420	sequencing assay	ERX531066	do2420_Input_liver_unk_oryCun2Rabbit6_merged.fq.gz	do2420_Input_liver_unk_oryCun2Rabbit6_merged.fq.gz	ERR572288	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572288/ERR572288.fastq.gz	P-MTAB-39594	  	  	  	Oryctolagus cuniculus	input
TreeShrew1	ERS517782	organism part	School of Optometry and Vision Sciences, Cardiff University	Tupaia belangeri	fresh specimen	  	wild type	male	TreeShrew1	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#7	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2049	sequencing assay	ERX530975	do2049_H3K4me3_liver_millipore_05-1339_tupBel1Tupaia_belangeriTreeShrew1_SAN01.fq.gz	do2049_H3K4me3_liver_millipore_05-1339_tupBel1Tupaia_belangeriTreeShrew1_SAN01.fq.gz	ERR572196	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572196/ERR572196.fastq.gz	P-MTAB-39594	P-MTAB-39595	tupBel-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Tupaia belangeri	H3K4me3
TreeShrew2	ERS517751	organism part	School of Optometry and Vision Sciences, Cardiff University	Tupaia belangeri	fresh specimen	  	wild type	male	TreeShrew2	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#8	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2050	sequencing assay	ERX530978	do2050_H3K4me3_liver_millipore_05-1339_tupBel1Tupaia_belangeriTreeShrew2_SAN01.fq.gz	do2050_H3K4me3_liver_millipore_05-1339_tupBel1Tupaia_belangeriTreeShrew2_SAN01.fq.gz	ERR572133	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572133/ERR572133.fastq.gz	P-MTAB-39594	P-MTAB-39595	tupBel-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Tupaia belangeri	H3K4me3
TreeShrew4	ERS517774	organism part	School of Optometry and Vision Sciences, Cardiff University	Tupaia belangeri	fresh specimen	  	wild type	female	TreeShrew4	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#9	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2051	sequencing assay	ERX530950	do2051_H3K4me3_liver_millipore_05-1339_tupBel1Tupaia_belangeriTreeShrew4_SAN01.fq.gz	do2051_H3K4me3_liver_millipore_05-1339_tupBel1Tupaia_belangeriTreeShrew4_SAN01.fq.gz	ERR572298	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572298/ERR572298.fastq.gz	P-MTAB-39594	P-MTAB-39595	tupBel-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Tupaia belangeri	H3K4me3
TreeShrew1	ERS517782	organism part	School of Optometry and Vision Sciences, Cardiff University	Tupaia belangeri	fresh specimen	  	wild type	male	TreeShrew1	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#6	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3037	sequencing assay	ERX531016	do3037_H3K27Ac_liver_ab4729_tupBel1Tupaia_belangeriTreeShrew1_SAN01.fq.gz	do3037_H3K27Ac_liver_ab4729_tupBel1Tupaia_belangeriTreeShrew1_SAN01.fq.gz	ERR572256	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572256/ERR572256.fastq.gz	P-MTAB-39594	P-MTAB-39595	tupBel-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Tupaia belangeri	H3K27Ac
